timestamp,sensor_type,user_id,x,y,z
1745576281752,gyroscope,1,0.14317155,-0.098883815,-0.027718011
1745576281752,accelerometer,1,0.44649962,0.07046706,-0.044070244
1745576281933,gyroscope,1,-0.0052687125,-0.017638734,0.018707749
1745576281933,accelerometer,1,0.4837754,0.084816836,-0.045625687
1745576282112,gyroscope,1,0.0008399397,0.03306308,0.008933905
1745576282112,accelerometer,1,1.017887,0.6914324,-0.037182808
1745576282294,gyroscope,1,-0.0064904434,-0.012751812,-0.00022907447
1745576282294,accelerometer,1,2.0719624,1.331708,0.09463024
1745576282475,gyroscope,1,0.0008399397,-0.022525655,-0.0008399397
1745576282476,accelerometer,1,-0.036563993,0.05380225,-0.233634
1745576282653,gyroscope,1,0.028328875,0.0012980887,0.0046578473
1745576282653,accelerometer,1,0.056526184,-0.0365026,-0.27737617
1745576282835,gyroscope,1,0.035659257,0.019013181,0.03153592
1745576282835,accelerometer,1,0.037672997,0.058135748,-0.21612263
1745576283015,gyroscope,1,-0.016264288,0.14424056,0.029703323
1745576283015,accelerometer,1,0.09967387,-0.1485759,-0.21963215
1745576283193,gyroscope,1,0.059483003,-0.05429065,0.021762075
1745576283193,accelerometer,1,0.42859113,-0.1060276,-0.11416721
1745576283374,gyroscope,1,-0.016875152,-0.015806139,0.0022143866
1745576283374,accelerometer,1,0.28152072,-0.31170547,-0.28621292
1745576283553,gyroscope,1,0.07108945,0.06604981,0.026648996
1745576283553,accelerometer,1,-0.14408076,0.1814974,-0.15412617
1745576283734,gyroscope,1,-0.049861874,-0.0005345071,0.029092457
1745576283734,accelerometer,1,0.02505362,0.026729465,-0.13069916
1745576283913,gyroscope,1,0.022220224,-0.02313652,0.012599096
1745576283913,accelerometer,1,0.035711884,-0.1759218,-0.20369911
1745576284093,gyroscope,1,0.047265697,0.014126259,-0.001450805
1745576284093,accelerometer,1,0.03463316,0.13836789,-0.18204784
1745576284274,gyroscope,1,-0.08162687,-0.0139735425,-0.013057245
1745576284275,accelerometer,1,-0.040281773,0.016433,-0.1745348
1745576284454,gyroscope,1,-0.0022143866,0.015347989,-0.010613783
1745576284455,accelerometer,1,0.14202046,0.08110446,-0.026267052
1745576284635,gyroscope,1,0.0173333,-0.030466905,0.0028252518
1745576284635,accelerometer,1,-0.10444939,0.06439537,-0.18220806
1745576284813,gyroscope,1,-0.004046982,-0.022525655,0.021762075
1745576284813,accelerometer,1,0.084148526,0.0135707855,-0.26599598
1745576284995,gyroscope,1,-0.0046578473,0.008017606,0.003436117
1745576284995,accelerometer,1,0.121884465,-0.029935181,-0.2682371
1745576285174,gyroscope,1,-0.013820826,0.015958855,-0.006337727
1745576285174,accelerometer,1,0.050764322,0.055862725,-0.24023628
1745576285354,gyroscope,1,0.0081703225,0.0061850105,0.004046982
1745576285355,accelerometer,1,0.029518366,0.008179903,-0.17368507
1745576285534,gyroscope,1,0.0026725354,0.008017606,-0.0026725354
1745576285535,accelerometer,1,0.047744155,0.021199822,-0.24311924
1745576285714,gyroscope,1,0.006948592,0.017180584,-0.003894266
1745576285714,accelerometer,1,0.045587897,0.04400444,-0.20400524
1745576285893,gyroscope,1,0.006948592,0.0006872234,-0.0032834008
1745576285893,accelerometer,1,0.01982665,0.027413309,-0.20174503
1745576286074,gyroscope,1,-0.005879578,-0.010919216,-0.0008399397
1745576286074,accelerometer,1,0.03717208,-0.012550712,-0.21008205
1745576286255,gyroscope,1,-0.00038179077,0.007406741,-0.003894266
1745576286255,accelerometer,1,0.11421752,0.02050531,-0.1964035
1745576286434,gyroscope,1,-0.004046982,0.01656972,-0.006948592
1745576286434,accelerometer,1,0.0027815104,0.029523611,-0.21543598
1745576286613,gyroscope,1,0.009392053,-0.0005345071,0.0052687125
1745576286613,accelerometer,1,0.030774474,0.0275715,-0.15671349
1745576286792,gyroscope,1,-0.0077121737,0.025121834,-0.0051159966
1745576286792,accelerometer,1,0.026299,0.03429258,-0.18740559
1745576286973,gyroscope,1,-0.003436117,0.00496328,-0.0020616702
1745576286973,accelerometer,1,-0.0009772778,-0.012462378,-0.24036312
1745576287153,gyroscope,1,0.0008399397,0.008017606,-0.00022907447
1745576287153,accelerometer,1,0.040722013,0.008113384,-0.22509384
1745576287334,gyroscope,1,0.006337727,-0.005421429,-0.001450805
1745576287334,accelerometer,1,0.05298996,0.01321578,-0.19713879
1745576287514,gyroscope,1,0.016722437,0.0110719325,-0.0020616702
1745576287514,accelerometer,1,0.04180324,-0.004648745,-0.18480968
1745576287694,gyroscope,1,0.01488984,-0.0023671028,0.0052687125
1745576287695,accelerometer,1,0.012871742,-0.0130862,-0.14005375
1745576287874,gyroscope,1,-0.004046982,-0.0048105638,0.00038179077
1745576287874,accelerometer,1,0.022760272,-0.010871172,-0.23591709
