body_gyro_x_mean,body_gyro_x_std,body_gyro_x_max,body_gyro_x_min,body_gyro_x_energy,body_gyro_x_iqr,body_gyro_x_sma,body_gyro_x_mad,body_gyro_x_amplitude,body_gyro_x_dominant_freq,body_gyro_x_mean_freq,body_gyro_x_freq_energy,body_gyro_x_entropy,body_gyro_y_mean,body_gyro_y_std,body_gyro_y_max,body_gyro_y_min,body_gyro_y_energy,body_gyro_y_iqr,body_gyro_y_sma,body_gyro_y_mad,body_gyro_y_amplitude,body_gyro_y_dominant_freq,body_gyro_y_mean_freq,body_gyro_y_freq_energy,body_gyro_y_entropy,body_gyro_z_mean,body_gyro_z_std,body_gyro_z_max,body_gyro_z_min,body_gyro_z_energy,body_gyro_z_iqr,body_gyro_z_sma,body_gyro_z_mad,body_gyro_z_amplitude,body_gyro_z_dominant_freq,body_gyro_z_mean_freq,body_gyro_z_freq_energy,body_gyro_z_entropy,total_acc_x_mean,total_acc_x_std,total_acc_x_max,total_acc_x_min,total_acc_x_energy,total_acc_x_iqr,total_acc_x_sma,total_acc_x_mad,total_acc_x_amplitude,total_acc_x_dominant_freq,total_acc_x_mean_freq,total_acc_x_freq_energy,total_acc_x_entropy,total_acc_y_mean,total_acc_y_std,total_acc_y_max,total_acc_y_min,total_acc_y_energy,total_acc_y_iqr,total_acc_y_sma,total_acc_y_mad,total_acc_y_amplitude,total_acc_y_dominant_freq,total_acc_y_mean_freq,total_acc_y_freq_energy,total_acc_y_entropy,total_acc_z_mean,total_acc_z_std,total_acc_z_max,total_acc_z_min,total_acc_z_energy,total_acc_z_iqr,total_acc_z_sma,total_acc_z_mad,total_acc_z_amplitude,total_acc_z_dominant_freq,total_acc_z_mean_freq,total_acc_z_freq_energy,total_acc_z_entropy,Activity,ActivityName
0.0222503515984375,0.014434088948273863,0.05054452,-0.003862224,0.0007034210700207719,0.021992247499999996,0.0223698310828125,0.008677869000000001,0.054406744,0.0,0.21437061784158212,9.818126806575044,0.7081304539186699,0.019402769061484373,0.019828366001697104,0.07485018,-0.009021585,0.0007696315455505529,0.0267142335,0.020501480699453126,0.011957479,0.083871765,0.0,0.5956357396496695,9.390379308118854,1.2384349835264723,0.00946815436515625,0.005943238143615174,0.02285864,-0.006890512,0.0001249680267141497,0.0082998615,0.00989785894734375,0.004028347999999999,0.029749152,0.0,0.7294637205787395,1.7581453369241913,0.9325451605485103,1.0193045703124999,0.001790556184033647,1.024606,1.012817,1.0389850131513985,0.0021539999999999893,1.0193045703124999,0.0010980000000000434,0.011788999999999827,0.0,1.4709071202172467e-05,17022.704203616424,2.7866003839220087e-05,-0.12426187265625,0.0032699981286241505,-0.1172102,-0.132631,0.015451705883799297,0.00506520000000002,0.12426187265625,0.0025026999999999966,0.015420799999999998,0.0,0.0015760329287151248,253.07315324034298,0.004193261188218604,0.09973179460937501,0.00396959917623656,0.109485,0.08874205,0.009962188573626539,0.004066242500000011,0.09973179460937501,0.0022556550000000022,0.020742949999999996,0.0,0.0035501171099890758,163.0914103988769,0.008944562938263748,5,STANDING
0.01192575516875,0.016333965468020836,0.05524938,-0.03864973,0.00040902206425546444,0.010832965,0.016669359153125,0.0058403635,0.09389911000000001,0.0,1.2097440450059682,4.516182618218875,1.9432009942279633,-0.004313741815078125,0.010356062224478161,0.01685763,-0.03016049,0.00012585639324441707,0.014572066,0.009054326935390626,0.0072568675,0.04701812,0.390625,1.080991828264014,1.183470742850335,1.7774711612005536,0.0063075711740625,0.007430688189073518,0.02513287,-0.009759107,9.500058107910084e-05,0.010422081125000001,0.0079904659765625,0.005331918,0.034891977000000005,0.0,1.071706323486324,1.1041766638684432,1.6176023484717532,1.01944796875,0.0019319124427684116,1.024606,1.012893,1.0392778932741873,0.002226999999999979,1.01944796875,0.0011404999999999887,0.011712999999999862,0.0,1.174372912208325e-05,17027.498429359744,3.14531791584331e-05,-0.12293556953125001,0.004930122077050277,-0.1085598,-0.132631,0.015137460359667421,0.006164350000000013,0.12293556953125001,0.003207950000000001,0.0240712,0.0,0.003046178842525443,247.81305269748913,0.008788685976535659,0.09693947789062499,0.0049184870693497204,0.1057878,0.08109954,0.009421453888758334,0.005656649999999999,0.09693947789062499,0.0028105000000000005,0.024688260000000004,0.0,0.0050959419173365215,154.16292657084907,0.01375501014707875,5,STANDING
-0.004149542187499999,0.02225643143116854,0.05524938,-0.03864973,0.0005125674404161491,0.0366079875,0.019791709359375,0.018609985000000002,0.09389911000000001,0.390625,1.3701873188383995,4.340249933743955,1.8798279721135354,-0.012640026993750001,0.006920124535633173,0.000761135,-0.03750257,0.00020765840599140092,0.007811963,0.012651919728125,0.003499104,0.038263705,0.0,0.4979748117867141,3.0099858567761797,0.7476466288692798,0.004334764210234375,0.008753414795710247,0.02860941,-0.009759107,9.54124513440879e-05,0.01324301575,0.0074186284466406256,0.006722818,0.038368517,0.0,1.7470896222196473,0.935553732197808,2.251962483786023,1.0199265078125,0.0029039851228422242,1.027664,1.009013,1.0402585144681953,0.0030964999999998355,1.0199265078125,0.0016320000000001889,0.018650999999999973,0.0,2.48702663928768e-05,17043.526417410016,6.770663284007318e-05,-0.12499678124999998,0.006459556158801544,-0.1085598,-0.1371418,0.015665921188629063,0.010127549999999999,0.12499678124999998,0.004815249999999993,0.02858200000000001,0.0,0.0035436892686842914,256.32864570161,0.01328462667298749,0.09289679640625,0.006144959011692115,0.1057878,0.08109954,0.00866757530379964,0.008946695000000005,0.09289679640625,0.004379234999999995,0.024688260000000004,0.0,0.007059937375318776,141.70023205914515,0.021290526027019002,5,STANDING
-0.016228377761718753,0.009165049486718514,0.01036105,-0.03751574,0.00034735837687104693,0.013132168,0.016622271683593752,0.0065553700000000005,0.04787679,0.0,0.48603918581455596,5.003188731631846,0.7944526200717078,-0.007696515702343749,0.007792828643806709,0.007778423,-0.03750257,0.00011996453222815823,0.009072466000000001,0.00868193997421875,0.0045750695,0.045280993,0.0,0.8628483065464484,1.4680317329183572,1.4299912261024432,-0.00035190115179687504,0.008186481257612248,0.02860941,-0.01322325,6.714230980187257e-05,0.00690697325,0.006022423056484375,0.003583296,0.04183266,1.5625,2.3439295581424946,0.5510718914503651,2.4849857749968582,1.0203490546874998,0.0025741396600023106,1.027664,1.009013,1.041118819596664,0.0027857500000001423,1.0203490546874998,0.0013719999999998178,0.018650999999999973,0.0,1.951931324890918e-05,17057.636460548936,5.341501044247332e-05,-0.13049271093749998,0.004028792529953811,-0.1167494,-0.1435455,0.017044578777067346,0.004376174999999982,0.13049271093749998,0.002273750000000005,0.02679609999999999,0.0,0.001783702849818028,279.12541302103006,0.005397412376698767,0.08765391765625001,0.004945062505138251,0.09873661,0.07688773,0.00770766292366838,0.007823602500000013,0.08765391765625001,0.0040261700000000095,0.02184888,0.0,0.006142546328491348,126.08204105024728,0.016306773279909276,5,STANDING
-0.00648257872109375,0.014543989192367102,0.04370605,-0.02490169,0.0002535514485028685,0.014639331,0.01346347471640625,0.006886248500000001,0.06860774,0.0,1.3857727072299775,2.421496925558918,2.2479238634233223,-0.00016643552968750007,0.007815092695810325,0.01744664,-0.02058165,6.110337462965026e-05,0.00996685575,0.0062933819296874995,0.0048833950000000004,0.03802829,1.5625,2.7479413614076895,0.5008272965649272,2.5377873597464036,-0.003957091590625,0.008259952032748819,0.01989048,-0.02114078,8.388538143990644e-05,0.0097547979,0.0073606512140625,0.005181331,0.04103126,0.0,1.4725150392897737,0.8154747699847498,2.154011918640974,1.0202553437500002,0.0019486496223246328,1.026194,1.013645,1.0409247636857812,0.0025060000000001192,1.0202553437500002,0.0012220000000001674,0.012549000000000143,0.0,1.091299948382114e-05,17054.4802240701,3.1864423317672886e-05,-0.13020888671875,0.0038759088499177173,-0.1214556,-0.1435455,0.01696937684994914,0.004877025000000007,0.13020888671875,0.002444700000000008,0.022089899999999996,0.0,0.0015674478145849184,277.9032051018366,0.0050906021984048495,0.08499887359375,0.003636709271449889,0.09338777,0.07459499,0.00723803416653134,0.004742174999999987,0.08499887359375,0.002479519999999999,0.018792779999999995,0.0,0.005825020121262635,118.4796147363718,0.0102466174372128,5,STANDING
-0.00113513005390625,0.014546393759712594,0.04370605,-0.02306482,0.00021288609165188668,0.020332153250000002,0.01163340054765625,0.0102363205,0.06677087000000001,0.78125,1.677448749408844,1.754545547720252,1.9336355769032278,0.00178172668203125,0.00801384050209767,0.01744664,-0.02058165,6.73961895625231e-05,0.01019447825,0.00659254021640625,0.0052785490000000004,0.03802829,0.78125,2.655642987163912,0.5781330059396467,2.6309909377532077,-0.00324004854921875,0.010345963162735162,0.02442312,-0.02497604,0.00011753686836596746,0.01569882975,0.00895931531015625,0.0080330145,0.04939916,0.78125,2.3165734758004013,1.049054750399208,2.49932027322782,1.020177453125,0.0022676281036697167,1.026194,1.013645,1.040767178001828,0.0029370000000001895,1.020177453125,0.0014079999999999648,0.012549000000000143,0.0,1.4083110824722399e-05,17051.887320317084,4.2002392316513364e-05,-0.12627476875,0.004217399576785846,-0.1181566,-0.1368123,0.01596310368205625,0.006205474999999988,0.12627476875,0.0031589500000000006,0.018655699999999997,0.0,0.0019865378397311635,261.3938124759069,0.0063388353547160475,0.085844796640625,0.0038772622820662057,0.09525821,0.07459499,0.0073843622730741946,0.004875062499999999,0.085844796640625,0.002241304999999999,0.020663219999999996,0.0,0.005840175128228427,120.86224654383538,0.011425867517005908,5,STANDING
-0.0009543785406250003,0.011947292373131255,0.02019744,-0.02453928,0.0001436486334478858,0.018079393,0.0100339145171875,0.009398367,0.04473672,0.390625,2.1515926734636572,1.1842312256777285,2.459500160141257,-0.0039313067640625,0.010234126719707737,0.01464141,-0.03342406,0.00012019252258819942,0.011577432250000002,0.007848374509375,0.005610581,0.04806547,0.0,1.773290946666031,1.1112435781150656,2.451464943134882,0.0040416269709375,0.012238016855504451,0.02952505,-0.02497604,0.0001661038051278205,0.01678545875,0.010339804421250001,0.007781751000000001,0.05450109,0.390625,1.9403556359046552,1.4946320938003261,2.447023252466244,1.020628984375,0.002430580553670425,1.027167,1.014804,1.041689431468172,0.0033015000000000683,1.020628984375,0.0016249999999998765,0.012362999999999902,0.0,1.6631558051140492e-05,17066.991271912066,4.75133475191964e-05,-0.12735727265625002,0.006275145292101746,-0.1174678,-0.1475441,0.01625925234687539,0.007450750000000006,0.12735727265625002,0.0036733500000000127,0.030076300000000014,0.0,0.003489090672232301,266.0690659847419,0.01238186507271449,0.08544469765624998,0.00546447720774645,0.09984689,0.06887585,0.007330656868721955,0.0065641325,0.08544469765624998,0.0035076750000000087,0.03097103999999999,0.0,0.008715541889462679,119.86090012169612,0.020441122180537778,5,STANDING
0.00358354369921875,0.01114060846988615,0.0244408,-0.02453928,0.00013695494252350944,0.0161120185,0.009783595313281249,0.0075600605,0.048980079999999995,1.171875,2.0800262020002362,1.227179725657915,2.280108999469015,-0.0016042518234374997,0.011608545396897867,0.01756218,-0.03342406,0.00013733195014484115,0.014314924,0.0091652976609375,0.0073972595,0.05098624,0.390625,1.7902644930036367,1.146193403644654,2.1143904831441787,0.0034357441303125,0.012543910647677634,0.02952505,-0.01486549,0.00016915403206589717,0.022994730999999997,0.0111417981509375,0.010802260000000001,0.04439054,0.390625,1.6605860397394947,1.4825336353549294,2.1392030625921707,1.0206098906249998,0.002416823839755827,1.027167,1.014804,1.0416503898790468,0.003470249999999897,1.0206098906249998,0.0017840000000000078,0.012362999999999902,0.0,1.41010198629242e-05,17066.352139360588,4.784015845193529e-05,-0.13546710625000002,0.007483393180442007,-0.1174678,-0.150936,0.018407338049241877,0.010695449999999995,0.13546710625000002,0.005658750000000004,0.03346819999999999,0.0,0.003315557266527037,301.1270949548057,0.014283934363244093,0.07896619046875,0.007028493033579888,0.09984689,0.0662862,0.006285058951469985,0.008901942499999996,0.07896619046875,0.004501600000000001,0.03356068999999999,0.0,0.009967752646851418,102.56974842471722,0.03406001352515992,5,STANDING
0.0029330078073437496,0.009601188888869109,0.0244408,-0.01641951,0.00010078536287768301,0.0147144765,0.00808804462609375,0.00662414435,0.04086031,0.390625,1.958804020670303,0.8961166586897666,2.4605335417095504,0.0035838500529687496,0.007423748414946768,0.01756218,-0.0309996,6.795602173058876e-05,0.007815724080000001,0.00665530023921875,0.00404646,0.04856178,0.0,2.4716925824597786,0.6620604178023041,2.598728413618544,-0.0037486552054687497,0.008337280862759868,0.02030669,-0.02062724,8.356266803402986e-05,0.0111259905,0.00784102936484375,0.0048273790000000006,0.04093393,0.0,2.3103449660471616,0.7998488700660459,2.6112026778956103,1.0205739375,0.0021191526341249587,1.027036,1.014837,1.0415756527121407,0.002639500000000128,1.0205739375,0.0012784999999999602,0.012199000000000071,0.0,1.0389919298731587e-05,17065.138705518708,3.683646312340344e-05,-0.13854310546875,0.004874375952867399,-0.1272049,-0.1520718,0.019217951613855075,0.007217374999999998,0.13854310546875,0.0033179999999999876,0.024866899999999997,0.0,0.002581435011799744,314.6722867528055,0.006931496512294238,0.07401286828125,0.003633565402909661,0.08334509,0.0662862,0.005491107468754885,0.005069795000000002,0.07401286828125,0.00250185,0.017058889999999993,0.0,0.005471544124721504,89.85814800093952,0.012754116094263258,5,STANDING
0.00439301099303125,0.014757130126430757,0.0405905,-0.03092159,0.00023707143515330363,0.01943692325,0.011555163671656252,0.008519282,0.07151209,3.125,2.5606618306037525,2.100183720164125,2.489265838243466,0.0015412718943750001,0.011684397974100365,0.03113045,-0.03243686,0.00013890067506955103,0.012127299,0.008892785024375,0.005468381,0.06356731,3.125,3.246490910255407,1.1573716593213181,2.781916332702518,-0.0032561141890625,0.011422808110617879,0.02262379,-0.04322442,0.00014108282474421176,0.011835944000000001,0.008959520549999999,0.006031513,0.06584821,0.0,2.9285409632478756,1.2426317256035153,2.837963007753083,1.0212077578125,0.0030478674505353288,1.02821,1.01161,1.0428745741124297,0.0035644999999999705,1.0212077578125,0.0018025000000001512,0.01660000000000017,0.0,2.5012214113382105e-05,17086.38092271215,7.298808032742547e-05,-0.13428446328125,0.006816301841024105,-0.1184379,-0.1520718,0.018078779049521328,0.007673774999999994,0.13428446328125,0.0035936000000000162,0.03363390000000001,0.0,0.005177264273888101,295.8221023903288,0.013324673323484358,0.074693664765625,0.005460918928520491,0.08763644,0.05868553,0.0056089651916634425,0.007884097500000006,0.074693664765625,0.003947190000000003,0.028950909999999996,0.0,0.01159778257737316,91.65298759452988,0.026183261934884808,5,STANDING
