body_acc_x_mean,body_acc_x_std,body_acc_x_max,body_acc_x_min,body_acc_x_energy,body_acc_x_iqr,body_acc_x_sma,body_acc_x_mad,body_acc_x_amplitude,body_acc_y_mean,body_acc_y_std,body_acc_y_max,body_acc_y_min,body_acc_y_energy,body_acc_y_iqr,body_acc_y_sma,body_acc_y_mad,body_acc_y_amplitude,body_acc_z_mean,body_acc_z_std,body_acc_z_max,body_acc_z_min,body_acc_z_energy,body_acc_z_iqr,body_acc_z_sma,body_acc_z_mad,body_acc_z_amplitude,body_gyro_x_mean,body_gyro_x_std,body_gyro_x_max,body_gyro_x_min,body_gyro_x_energy,body_gyro_x_iqr,body_gyro_x_sma,body_gyro_x_mad,body_gyro_x_amplitude,body_gyro_y_mean,body_gyro_y_std,body_gyro_y_max,body_gyro_y_min,body_gyro_y_energy,body_gyro_y_iqr,body_gyro_y_sma,body_gyro_y_mad,body_gyro_y_amplitude,body_gyro_z_mean,body_gyro_z_std,body_gyro_z_max,body_gyro_z_min,body_gyro_z_energy,body_gyro_z_iqr,body_gyro_z_sma,body_gyro_z_mad,body_gyro_z_amplitude,total_acc_x_mean,total_acc_x_std,total_acc_x_max,total_acc_x_min,total_acc_x_energy,total_acc_x_iqr,total_acc_x_sma,total_acc_x_mad,total_acc_x_amplitude,total_acc_y_mean,total_acc_y_std,total_acc_y_max,total_acc_y_min,total_acc_y_energy,total_acc_y_iqr,total_acc_y_sma,total_acc_y_mad,total_acc_y_amplitude,total_acc_z_mean,total_acc_z_std,total_acc_z_max,total_acc_z_min,total_acc_z_energy,total_acc_z_iqr,total_acc_z_sma,total_acc_z_mad,total_acc_z_amplitude,Activity
0.00226869044134375,0.002941028955878465,0.01081025,-0.004294253,1.3796607637960071e-05,0.004811966649999999,0.0027937680138437502,0.0025107534387192386,0.015104503,-0.0016553713205468747,0.004600700582145665,0.01076681,-0.01261049,2.3906700055444564e-05,0.005287927325,0.003987938265859375,0.003619791044436035,0.0233773,-0.00812555056015625,0.018504363462076543,0.05556068,-0.03300622,0.0004084360390422889,0.0178352765,0.016608172599218752,0.01328099659168701,0.0885669,0.0222503515984375,0.014434088948273863,0.05054452,-0.003862224,0.0007034210700207719,0.021992247499999996,0.0223698310828125,0.01238132818256836,0.054406744,0.019402769061484373,0.019828366001697104,0.07485018,-0.009021585,0.0007696315455505529,0.0267142335,0.020501480699453126,0.01644966735437256,0.083871765,0.00946815436515625,0.005943238143615174,0.02285864,-0.006890512,0.0001249680267141497,0.0082998615,0.00989785894734375,0.004785966657666015,0.029749152,1.0193045703124999,0.001790556184033647,1.024606,1.012817,1.0389850131513985,0.0021539999999999893,1.0193045703124999,0.0013399832763671838,0.011788999999999827,-0.12426187265625,0.0032699981286241505,-0.1172102,-0.132631,0.015451705883799297,0.00506520000000002,0.12426187265625,0.0026598730834960943,0.015420799999999998,0.09973179460937501,0.00396959917623656,0.109485,0.08874205,0.009962188573626539,0.004066242500000011,0.09973179460937501,0.003000570943603516,0.020742949999999996,5
0.00017373955275000003,0.0019809172471986166,0.005250842,-0.006706148,3.954218572438716e-06,0.001970034475,0.001462870738375,0.0014610609832734374,0.01195699,0.000381628339609375,0.005929725093276461,0.01663353,-0.01261049,3.5307279871425534e-05,0.008144582249999999,0.004731988055703125,0.004763428962216797,0.029244020000000003,-0.0050253200125,0.01012173212357535,0.01266003,-0.02685954,0.00012770330240945014,0.01646582075,0.008923424540624999,0.008412965895312501,0.039519570000000004,0.01192575516875,0.016333965468020836,0.05524938,-0.03864973,0.00040902206425546444,0.010832965,0.016669359153125,0.0107272449875,0.09389911000000001,-0.004313741815078125,0.010356062224478161,0.01685763,-0.03016049,0.00012585639324441707,0.014572066,0.009054326935390626,0.008476336926253662,0.04701812,0.0063075711740625,0.007430688189073518,0.02513287,-0.009759107,9.500058107910084e-05,0.010422081125000001,0.0079904659765625,0.006063081854467774,0.034891977000000005,1.01944796875,0.0019319124427684116,1.024606,1.012893,1.0392778932741873,0.002226999999999979,1.01944796875,0.0014561245117187486,0.011712999999999862,-0.12293556953125001,0.004930122077050277,-0.1085598,-0.132631,0.015137460359667421,0.006164350000000013,0.12293556953125001,0.0038962282958984375,0.0240712,0.09693947789062499,0.0049184870693497204,0.1057878,0.08109954,0.009421453888758334,0.005656649999999999,0.09693947789062499,0.003707238417968753,0.024688260000000004,5
0.000428091215703125,0.002908354835315758,0.008166536,-0.01048281,8.641789937066728e-06,0.003137742225,0.0021834577124218747,0.002110812268762207,0.018649346,-0.00122159141171875,0.007310279372108388,0.01663353,-0.01533268,5.493247007545841e-05,0.012134316249999999,0.00641796433671875,0.006318572341040039,0.03196621,-0.0017025929382812502,0.006785920810350644,0.01266003,-0.01459605,4.894754395783512e-05,0.009852225249999999,0.005736620772656249,0.005593778483593749,0.02725608,-0.004149542187499999,0.02225643143116854,0.05524938,-0.03864973,0.0005125674404161491,0.0366079875,0.019791709359375,0.019319243888671876,0.09389911000000001,-0.012640026993750001,0.006920124535633173,0.000761135,-0.03750257,0.00020765840599140092,0.007811963,0.012651919728125,0.005280712708105468,0.038263705,0.004334764210234375,0.008753414795710247,0.02860941,-0.009759107,9.54124513440879e-05,0.01324301575,0.0074186284466406256,0.007429169463239746,0.038368517,1.0199265078125,0.0029039851228422242,1.027664,1.009013,1.0402585144681953,0.0030964999999998355,1.0199265078125,0.002109468139648447,0.018650999999999973,-0.12499678124999998,0.006459556158801544,-0.1085598,-0.1371418,0.015665921188629063,0.010127549999999999,0.12499678124999998,0.005521632714843752,0.02858200000000001,0.09289679640625,0.006144959011692115,0.1057878,0.08109954,0.00866757530379964,0.008946695000000005,0.09289679640625,0.005067694555664063,0.024688260000000004,5
0.00032935231273437495,0.0026779500705856186,0.008166536,-0.01048281,7.279889526453001e-06,0.003128439,0.001962861055703125,0.0019461822249645995,0.018649346,-0.004753393611875,0.0045509978745694795,0.005359476,-0.01533268,4.3306332483749986e-05,0.006487968500000001,0.005585822810156249,0.0036799069098144527,0.020692156,-0.00494682587421875,0.004684485336784584,0.006107054,-0.01567863,4.641548910038988e-05,0.00712362275,0.00547077731640625,0.00390732699095459,0.021785684,-0.016228377761718753,0.009165049486718514,0.01036105,-0.03751574,0.00034735837687104693,0.013132168,0.016622271683593752,0.0073544272219238285,0.04787679,-0.007696515702343749,0.007792828643806709,0.007778423,-0.03750257,0.00011996453222815823,0.009072466000000001,0.00868193997421875,0.00589671500078125,0.045280993,-0.00035190115179687504,0.008186481257612248,0.02860941,-0.01322325,6.714230980187257e-05,0.00690697325,0.006022423056484375,0.005902155273450928,0.04183266,1.0203490546874998,0.0025741396600023106,1.027664,1.009013,1.041118819596664,0.0027857500000001423,1.0203490546874998,0.0018068811035156316,0.018650999999999973,-0.13049271093749998,0.004028792529953811,-0.1167494,-0.1435455,0.017044578777067346,0.004376174999999982,0.13049271093749998,0.0028359225830078146,0.02679609999999999,0.08765391765625001,0.004945062505138251,0.09873661,0.07688773,0.00770766292366838,0.007823602500000013,0.08765391765625001,0.004182823593749999,0.02184888,5
-0.00019515715203125,0.0020154352801774497,0.005649551,-0.006847138,4.100065682572904e-06,0.0026218705,0.0016050293173437502,0.0015991398315942384,0.012496689,0.00029818547171875,0.004990937811439517,0.009660944,-0.01466167,2.4998374813200808e-05,0.0071825355,0.00411220319375,0.004105541922473145,0.024322614,-0.00233029287640625,0.004719141445319133,0.009009467,-0.01567863,2.7700560870758463e-05,0.00573213505,0.003995150522031249,0.0037450607800195313,0.024688097,-0.00648257872109375,0.014543989192367102,0.04370605,-0.02490169,0.0002535514485028685,0.014639331,0.01346347471640625,0.010689018208007814,0.06860774,-0.00016643552968750007,0.007815092695810325,0.01744664,-0.02058165,6.110337462965026e-05,0.00996685575,0.0062933819296874995,0.00627357085300293,0.03802829,-0.003957091590625,0.008259952032748819,0.01989048,-0.02114078,8.388538143990644e-05,0.0097547979,0.0073606512140625,0.006473802005957032,0.04103126,1.0202553437500002,0.0019486496223246328,1.026194,1.013645,1.0409247636857812,0.0025060000000001192,1.0202553437500002,0.0015214897460937467,0.012549000000000143,-0.13020888671875,0.0038759088499177173,-0.1214556,-0.1435455,0.01696937684994914,0.004877025000000007,0.13020888671875,0.0029930679687500002,0.022089899999999996,0.08499887359375,0.003636709271449889,0.09338777,0.07459499,0.00723803416653134,0.004742174999999987,0.08499887359375,0.002878057724609374,0.018792779999999995,5
-7.7691765703125e-05,0.0022755251968116634,0.005649551,-0.006847138,5.184050931782828e-06,0.00288293675,0.0017974244733593749,0.0017962105395202637,0.012496689,0.0036927301098437504,0.0033455583710165515,0.0118101,-0.004910137,2.4829016478025557e-05,0.004061905500000001,0.00414007162234375,0.002647221891872559,0.016720237,0.001047306393125,0.0038345109083728185,0.01013372,-0.009768125,1.5800324587510635e-05,0.00476483625,0.0031323164790625,0.003017151413232422,0.019901845,-0.00113513005390625,0.014546393759712594,0.04370605,-0.02306482,0.00021288609165188668,0.020332153250000002,0.01163340054765625,0.011520368316882326,0.06677087000000001,0.00178172668203125,0.00801384050209767,0.01744664,-0.02058165,6.73961895625231e-05,0.01019447825,0.00659254021640625,0.006445679796655274,0.03802829,-0.00324004854921875,0.010345963162735162,0.02442312,-0.02497604,0.00011753686836596746,0.01569882975,0.00895931531015625,0.008667768849987795,0.04939916,1.020177453125,0.0022676281036697167,1.026194,1.013645,1.040767178001828,0.0029370000000001895,1.020177453125,0.001780132080078118,0.012549000000000143,-0.12627476875,0.004217399576785846,-0.1181566,-0.1368123,0.01596310368205625,0.006205474999999988,0.12627476875,0.0034707579101562486,0.018655699999999997,0.085844796640625,0.0038772622820662057,0.09525821,0.07459499,0.0073843622730741946,0.004875062499999999,0.085844796640625,0.0030639163806152336,0.020663219999999996,5
0.00038704339601562497,0.0024094828200060397,0.006637327,-0.005558123,5.955410050303565e-06,0.0033170922499999997,0.002001576685078125,0.001973678235358887,0.01219545,-0.0013126573885937501,0.007310461940098447,0.0118101,-0.02169917,5.516592319745771e-05,0.00982833375,0.00586972113015625,0.005982771091408691,0.03350927,-0.00056637150859375,0.006038242351502882,0.01336716,-0.01881881,3.6781147381229805e-05,0.007903960750000001,0.00477336671171875,0.004788926313684082,0.032185969999999994,-0.0009543785406250003,0.011947292373131255,0.02019744,-0.02453928,0.0001436486334478858,0.018079393,0.0100339145171875,0.01012984964477539,0.04473672,-0.0039313067640625,0.010234126719707737,0.01464141,-0.03342406,0.00012019252258819942,0.011577432250000002,0.007848374509375,0.008034993844262695,0.04806547,0.0040416269709375,0.012238016855504451,0.02952505,-0.02497604,0.0001661038051278205,0.01678545875,0.010339804421250001,0.0097548994036084,0.05450109,1.020628984375,0.002430580553670425,1.027167,1.014804,1.041689431468172,0.0033015000000000683,1.020628984375,0.001994062744140615,0.012362999999999902,-0.12735727265625002,0.006275145292101746,-0.1174678,-0.1475441,0.01625925234687539,0.007450750000000006,0.12735727265625002,0.004708758581542973,0.030076300000000014,0.08544469765624998,0.00546447720774645,0.09984689,0.06887585,0.007330656868721955,0.0065641325,0.08544469765624998,0.004305393041992188,0.03097103999999999,5
-2.9529718359375004e-05,0.0025265660600622287,0.006637327,-0.006030253,6.384408060124758e-06,0.00392764275,0.002122514194140625,0.002120668586743164,0.012667580000000001,-0.007002324574609375,0.00738831160175906,0.007527532,-0.02481139,0.00010361969777286591,0.0088474435,0.008529236527734376,0.005952841635162354,0.032338922,-0.0056332259484375,0.006312764047988354,0.01336716,-0.01970548,7.15842245117239e-05,0.006889451249999999,0.007026907757812499,0.004808095970214844,0.03307264,0.00358354369921875,0.01114060846988615,0.0244408,-0.02453928,0.00013695494252350944,0.0161120185,0.009783595313281249,0.009120387807128906,0.048980079999999995,-0.0016042518234374997,0.011608545396897867,0.01756218,-0.03342406,0.00013733195014484115,0.014314924,0.0091652976609375,0.009376725159082031,0.05098624,0.0034357441303125,0.012543910647677634,0.02952505,-0.01486549,0.00016915403206589717,0.022994730999999997,0.0111417981509375,0.01128573823720703,0.04439054,1.0206098906249998,0.002416823839755827,1.027167,1.014804,1.0416503898790468,0.003470249999999897,1.0206098906249998,0.002002449707031244,0.012362999999999902,-0.13546710625000002,0.007483393180442007,-0.1174678,-0.150936,0.018407338049241877,0.010695449999999995,0.13546710625000002,0.006242329882812501,0.03346819999999999,0.07896619046875,0.007028493033579888,0.09984689,0.0662862,0.006285058951469985,0.008901942499999996,0.07896619046875,0.005699574113769532,0.03356068999999999,5
-5.8185086242187456e-05,0.002277624965426367,0.006896555,-0.006030253,5.190960987394471e-06,0.00297570225,0.0018088812260859375,0.001805198663055176,0.012926808000000001,-0.0024193387269531245,0.008321323912919266,0.01273926,-0.02481139,7.50976315394572e-05,0.014300882000000001,0.006988816155078125,0.007208035324133301,0.03755065,-0.004110487111953125,0.00593904988947415,0.00969264,-0.01970548,5.216841788719566e-05,0.0069327918,0.005632455957265626,0.004608935466290284,0.02939812,0.0029330078073437496,0.009601188888869109,0.0244408,-0.01641951,0.00010078536287768301,0.0147144765,0.00808804462609375,0.008129435396354981,0.04086031,0.0035838500529687496,0.007423748414946768,0.01756218,-0.0309996,6.795602173058876e-05,0.007815724080000001,0.00665530023921875,0.00541606125208252,0.04856178,-0.0037486552054687497,0.008337280862759868,0.02030669,-0.02062724,8.356266803402986e-05,0.0111259905,0.00784102936484375,0.006607270543676758,0.04093393,1.0205739375,0.0021191526341249587,1.027036,1.014837,1.0415756527121407,0.002639500000000128,1.0205739375,0.0016569814453124988,0.012199000000000071,-0.13854310546875,0.004874375952867399,-0.1272049,-0.1520718,0.019217951613855075,0.007217374999999998,0.13854310546875,0.00399938583984375,0.024866899999999997,0.07401286828125,0.003633565402909661,0.08334509,0.0662862,0.005491107468754885,0.005069795000000002,0.07401286828125,0.00291807953125,0.017058889999999993,5
0.0006202866657109375,0.0030948046512915294,0.007276387,-0.009267778,9.962571377314478e-06,0.0037050397500000003,0.0024635231889765627,0.002427648017592529,0.016544165,0.0037648777023437502,0.006362245029644983,0.01863958,-0.01347027,5.4652465930847443e-05,0.007622113025,0.00587979919921875,0.004936443255432129,0.032109849999999995,0.0007407803482031251,0.005478265020894644,0.01414327,-0.01524848,3.056014316344174e-05,0.00784120625,0.004450555361171875,0.00442899139230957,0.02939175,0.00439301099303125,0.014757130126430757,0.0405905,-0.03092159,0.00023707143515330363,0.01943692325,0.011555163671656252,0.012010302380770995,0.07151209,0.0015412718943750001,0.011684397974100365,0.03113045,-0.03243686,0.00013890067506955103,0.012127299,0.008892785024375,0.008565796512753906,0.06356731,-0.0032561141890625,0.011422808110617879,0.02262379,-0.04322442,0.00014108282474421176,0.011835944000000001,0.008959520549999999,0.0085594660453125,0.06584821,1.0212077578125,0.0030478674505353288,1.02821,1.01161,1.0428745741124297,0.0035644999999999705,1.0212077578125,0.002360727050781254,0.01660000000000017,-0.13428446328125,0.006816301841024105,-0.1184379,-0.1520718,0.018078779049521328,0.007673774999999994,0.13428446328125,0.00516948620605469,0.03363390000000001,0.074693664765625,0.005460918928520491,0.08763644,0.05868553,0.0056089651916634425,0.007884097500000006,0.074693664765625,0.004488883359374999,0.028950909999999996,5
